Timestamp,Have you ever worked remotely (Please exit if No),Age,Gender,Job_Role,Industry,Years_Experience,Work_Location,Hours_Per_Week,Virtual_Meetings_per_week,Work_Life_Balance,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resource,Productivity_Change_Rating,Social_Isolation_Rating,Satisfaction_Level,Company_Support_Rating,Sleep_Quality_Rating,Region
24/01/2025 04:43,Yes,50 - 59,Non-Binary,Physiotherapist ,Security ,More than 10 years,On-site,20-29,20-29,Four,Medium,Bipolar Disorder,No,No Change,Two,Dissatisfied,Two,Poor,Africa
09/02/2025 09:13,Yes,20 - 29,Prefer not to say,Sales,Engineering,Less than 1 year,Remote,20-29,30+,Two,Medium,Anxiety,Yes,No Change,Five,Neutral,Two,Good,South America
25/01/2025 11:09,Yes,30 - 39,Prefer not to say,Materials Coordinator ,Oil & Gas,1-3 years,On-site,30-39,0-9,Three,Low,Depression,No,Increase,Five,Neutral,Three,Good,North America
25/01/2025 09:32,Yes,30 - 39,Non-Binary,Sales,Gaming,1-3 years,Remote,30-39,30+,Five,High,Burnout,No,Decrease,One,Very Satisfied,Three,Excellent,Oceania
03/02/2025 07:12,Yes,60+,Male,Accountant,Service ,More than 10 years,Remote,20-29,30+,One,High,Anxiety,No,Increase,Four,Neutral,Four,Poor,North America
08/01/2025 22:48,Yes,20 - 29,Male,Physiotherapist ,Health,Less than 1 year,Hybrid,20-29,30+,Five,Medium,Depression,No,Increase,Five,Satisfied,Two,Average,Europe
09/02/2025 20:48,Yes,60+,Non-Binary,Sales,Gaming,4-6 years,Hybrid,20-29,20-29,Four,Medium,Bipolar Disorder,No,Increase,Four,Very Satisfied,One,Excellent,North America
28/01/2025 11:59,Yes,50 - 59,Non-Binary,Virtual Assistant ,Oil & Gas,4-6 years,On-site,20-29,20-29,Two,Low,Depression,No,Increase,Four,Dissatisfied,Five,Good,Oceania
21/01/2025 03:54,Yes,60+,Female,Healthcare Aide,Gaming,4-6 years,On-site,40-49,30+,Five,High,Bipolar Disorder,Yes,Decrease,Two,Dissatisfied,Three,Average,North America
03/02/2025 13:34,Yes,20 - 29,Female,Virtual Assistant ,Human Services,4-6 years,Remote,40-49,0-9,Two,Low,Burnout,No,No Change,Four,Very Satisfied,Three,Average,North America
23/01/2025 04:55,Yes,30 - 39,Non-Binary,Designer,NGO,7-10 years,Remote,40-49,30+,Two,High,None,Yes,No Change,Four,Dissatisfied,Two,Poor,North America
01/01/2025 03:40,Yes,40 - 49,Non-Binary,Product Owner ,Oil & Gas,4-6 years,Remote,30-39,0-9,Four,Medium,Burnout,Yes,Increase,Two,Neutral,One,Poor,Oceania
03/01/2025 08:37,Yes,20 - 29,Non-Binary,Hospitality ,Gambling Data,7-10 years,Remote,20-29,Oct-19,Four,Low,Bipolar Disorder,No,Decrease,Two,Neutral,Five,Average,Asia
12/01/2025 17:19,Yes,20 - 29,Prefer not to say,Communicator,Consulting,1-3 years,Remote,30-39,20-29,Four,Medium,Burnout,Yes,Decrease,One,Very Satisfied,Four,Good,South America
18/01/2025 09:50,Yes,60+,Female,Sales,Software ,1-3 years,Remote,40-49,20-29,Four,High,None,Yes,Decrease,Four,Neutral,Five,Excellent,South America
31/01/2025 11:20,Yes,50 - 59,Female,Psychiatrist ,Oil & Gas,1-3 years,Remote,30-39,Oct-19,Four,Low,Anxiety,Yes,No Change,Two,Very Satisfied,One,Average,Europe
05/01/2025 13:27,Yes,40 - 49,Female,Administrator,Human Services,1-3 years,Remote,20-29,Oct-19,Five,Low,None,No,No Change,Two,Dissatisfied,Five,Good,Europe
05/01/2025 03:06,Yes,50 - 59,Non-Binary,Law Practice ,Engineering,More than 10 years,On-site,20-29,20-29,Two,Low,Anxiety,No,Decrease,Three,Dissatisfied,Four,Excellent,Africa
14/01/2025 15:04,Yes,60+,Non-Binary,IT Support ,Legal ,More than 10 years,Hybrid,30-39,Oct-19,One,Medium,Anxiety,No,No Change,Four,Satisfied,Five,Average,Oceania
07/02/2025 00:00,Yes,20 - 29,Male,IT Support ,Service ,7-10 years,Hybrid,40-49,20-29,Five,Medium,Depression,No,Decrease,One,Neutral,Four,Average,North America
02/02/2025 12:18,Yes,40 - 49,Non-Binary,Military Personnel ,Oil & Gas,4-6 years,Remote,20-29,30+,One,High,Burnout,Yes,Increase,Three,Very Satisfied,One,Excellent,Africa
01/01/2025 06:49,Yes,40 - 49,Non-Binary,Lecturing,Legal ,4-6 years,Remote,50+,20-29,Three,Low,None,No,Decrease,One,Dissatisfied,Five,Excellent,North America
09/01/2025 20:00,Yes,40 - 49,Female,Technical Writing ,Oil & Gas,Less than 1 year,Hybrid,30-39,Oct-19,Two,Medium,None,No,No Change,Four,Satisfied,Three,Poor,North America
28/01/2025 15:37,Yes,40 - 49,Male,Teacher,IT,More than 10 years,On-site,50+,0-9,Two,High,Burnout,Yes,Increase,Two,Dissatisfied,Three,Good,North America
10/01/2025 18:58,Yes,60+,Female,Virtual Assistant ,Health,1-3 years,Remote,30-39,Oct-19,Five,Medium,Anxiety,Yes,Decrease,Two,Satisfied,Four,Excellent,Africa
29/01/2025 19:50,Yes,50 - 59,Male,CEO,Education,More than 10 years,On-site,50+,Oct-19,Three,Low,Anxiety,No,No Change,Three,Neutral,Three,Poor,Oceania
22/01/2025 23:56,Yes,50 - 59,Female,Software Engineer,Security ,Less than 1 year,Hybrid,20-29,20-29,Five,High,Depression,Yes,Increase,Two,Neutral,Three,Good,North America
07/01/2025 11:04,Yes,50 - 59,Non-Binary,Social Media Strategists ,Gaming,1-3 years,On-site,40-49,30+,Five,High,Anxiety,Yes,Decrease,Two,Neutral,Five,Average,South America
11/02/2025 14:45,Yes,20 - 29,Male,HR,Oil & Gas,Less than 1 year,Hybrid,20-29,0-9,Two,Medium,Depression,No,Decrease,Three,Dissatisfied,Four,Excellent,Africa
16/01/2025 16:08,Yes,60+,Female,Marketer,NGO,Less than 1 year,On-site,50+,Oct-19,Four,Low,Bipolar Disorder,No,Decrease,Five,Very Satisfied,Two,Good,Europe
01/01/2025 22:45,Yes,60+,Female,Administrator,IT,1-3 years,Remote,40-49,Oct-19,Two,Low,None,No,Increase,Three,Dissatisfied,One,Poor,Oceania
04/01/2025 07:20,Yes,20 - 29,Non-Binary,Project Manager,Manufacturing,More than 10 years,Remote,30-39,Oct-19,One,Low,Depression,No,Increase,Four,Satisfied,One,Good,Asia
04/01/2025 07:22,Yes,60+,Female,Financial Analyst,Health,4-6 years,On-site,20-29,0-9,Three,High,Bipolar Disorder,No,No Change,One,Satisfied,Two,Excellent,Oceania
09/01/2025 07:37,Yes,20 - 29,Prefer not to say,Customer Service ,Government ,More than 10 years,On-site,20-29,20-29,One,Medium,Anxiety,Yes,Increase,One,Neutral,One,Excellent,Europe
07/02/2025 18:37,Yes,30 - 39,Non-Binary,Data Scientist,Manufacturing,Less than 1 year,On-site,50+,0-9,Five,High,None,Yes,Decrease,Two,Dissatisfied,One,Poor,Asia
15/02/2025 05:47,Yes,30 - 39,Female,Technical Manager,Technology ,1-3 years,Remote,40-49,30+,Two,Medium,None,Yes,No Change,One,Satisfied,Three,Good,Africa
11/01/2025 12:47,Yes,20 - 29,Female,Aluminum ,Education,More than 10 years,On-site,40-49,Oct-19,Four,Medium,Depression,Yes,Increase,Four,Neutral,Three,Good,Europe
08/02/2025 10:27,Yes,60+,Female,HSE Officer ,Health,1-3 years,On-site,30-39,20-29,Three,Low,Anxiety,Yes,Increase,Three,Very Satisfied,One,Good,North America
05/02/2025 10:04,Yes,20 - 29,Prefer not to say,Banking ,Oil & Gas,Less than 1 year,On-site,50+,20-29,Five,Low,Depression,Yes,Increase,One,Dissatisfied,Two,Poor,Europe
04/01/2025 08:29,Yes,40 - 49,Non-Binary,Manager,Oil & Gas,1-3 years,On-site,50+,Oct-19,Two,Medium,Anxiety,Yes,Decrease,Five,Neutral,One,Good,North America
03/01/2025 18:39,Yes,60+,Female,Technical Manager,Oil & Gas,4-6 years,On-site,40-49,20-29,Three,Low,Depression,Yes,Increase,Four,Very Satisfied,Two,Good,Asia
13/02/2025 20:34,Yes,50 - 59,Non-Binary,Administrator,Technology ,More than 10 years,On-site,50+,0-9,Five,Low,None,No,No Change,Three,Dissatisfied,One,Good,South America
05/02/2025 12:46,Yes,40 - 49,Non-Binary,Virtual Assistant ,Technology ,4-6 years,Hybrid,40-49,0-9,Five,Medium,None,No,Decrease,Two,Dissatisfied,Four,Good,South America
06/02/2025 08:01,Yes,60+,Male,Midwife,NGO,1-3 years,Remote,20-29,20-29,Three,Low,Bipolar Disorder,No,Increase,Five,Very Satisfied,Four,Poor,Europe
24/01/2025 05:45,Yes,50 - 59,Female,Product Manager,Gaming,7-10 years,On-site,20-29,30+,Two,Low,Bipolar Disorder,No,Decrease,Five,Very Satisfied,Four,Poor,Oceania
05/01/2025 22:33,Yes,40 - 49,Non-Binary,Financial Analyst,Oil & Gas,More than 10 years,Remote,40-49,30+,Three,Medium,Depression,Yes,No Change,Three,Very Satisfied,One,Excellent,Asia
24/01/2025 19:35,Yes,40 - 49,Prefer not to say,Healthcare Aide,Publishing ,Less than 1 year,Remote,20-29,30+,Four,Medium,Burnout,Yes,No Change,Five,Satisfied,Five,Excellent,Asia
29/01/2025 12:11,Yes,20 - 29,Prefer not to say,Business Analyst,Oil & Gas,1-3 years,Hybrid,50+,30+,Three,Medium,Anxiety,Yes,Decrease,Four,Neutral,Two,Average,Asia
03/01/2025 11:07,Yes,40 - 49,Female,Accountant,Oil & Gas,More than 10 years,Hybrid,40-49,30+,Three,Low,None,Yes,No Change,Two,Neutral,One,Average,Europe
07/01/2025 22:09,Yes,20 - 29,Prefer not to say,Writer,Oil & Gas,Less than 1 year,Remote,40-49,Oct-19,Five,Low,Depression,No,Decrease,Three,Very Satisfied,Five,Excellent,Africa
10/02/2025 19:40,Yes,50 - 59,Male,Accountant ,Legal ,More than 10 years,Hybrid,30-39,0-9,Three,High,Bipolar Disorder,No,No Change,Five,Satisfied,One,Average,Asia
15/01/2025 19:54,Yes,40 - 49,Prefer not to say,Midwife,Publishing ,7-10 years,Remote,30-39,30+,One,Low,Bipolar Disorder,Yes,Increase,Two,Dissatisfied,One,Good,South America
12/01/2025 14:01,Yes,50 - 59,Female,Virtual Assistant ,Manufacturing,4-6 years,On-site,40-49,30+,Four,Medium,Bipolar Disorder,Yes,Increase,Five,Neutral,Five,Poor,South America
16/01/2025 13:17,Yes,50 - 59,Non-Binary,Virtual Assistant ,Manufacturing,1-3 years,On-site,50+,0-9,Five,Low,Depression,Yes,Decrease,Five,Dissatisfied,Five,Average,South America
15/01/2025 11:16,Yes,50 - 59,Non-Binary,Military Personnel ,NGO,1-3 years,Hybrid,50+,0-9,Five,High,None,Yes,Decrease,Three,Very Satisfied,Two,Poor,Oceania
11/01/2025 14:39,Yes,60+,Male,Materials Coordinator ,Legal ,1-3 years,On-site,40-49,30+,Three,Medium,None,Yes,No Change,One,Neutral,One,Excellent,Europe
25/01/2025 09:11,Yes,40 - 49,Prefer not to say,Virtual Assistant ,Manufacturing,More than 10 years,Remote,20-29,Oct-19,Five,Medium,Anxiety,No,Decrease,One,Neutral,Two,Good,Oceania
24/01/2025 04:08,Yes,50 - 59,Female,Secretary ,Software ,1-3 years,Remote,40-49,0-9,Two,Medium,Burnout,Yes,Decrease,Two,Neutral,Three,Good,Africa
22/01/2025 15:24,Yes,20 - 29,Non-Binary,Financial Analyst,Supply Chain ,Less than 1 year,On-site,40-49,0-9,One,High,Burnout,No,No Change,One,Dissatisfied,Three,Average,Asia
08/01/2025 05:23,Yes,20 - 29,Female,Teacher ,Service ,7-10 years,Hybrid,20-29,20-29,Four,Medium,None,Yes,Increase,One,Satisfied,Five,Excellent,Europe
18/01/2025 05:09,Yes,50 - 59,Prefer not to say,Production Engineer ,Health,More than 10 years,Remote,40-49,30+,Three,High,Anxiety,No,Increase,Two,Very Satisfied,Two,Average,Africa
27/01/2025 05:18,Yes,30 - 39,Male,Law Practice ,Consulting,Less than 1 year,Remote,50+,0-9,Five,Low,Anxiety,Yes,Increase,Five,Satisfied,Four,Poor,South America
03/02/2025 00:51,Yes,50 - 59,Female,Administrator,Oil & Gas,More than 10 years,Hybrid,30-39,0-9,Five,Medium,Bipolar Disorder,No,Increase,One,Neutral,One,Excellent,Europe
16/01/2025 19:25,Yes,60+,Male,Secretary ,Gambling Data,4-6 years,Hybrid,40-49,20-29,Two,Medium,Depression,Yes,Decrease,Five,Very Satisfied,Two,Excellent,Asia
18/01/2025 15:01,Yes,50 - 59,Prefer not to say,Financial Analyst,Oil & Gas,Less than 1 year,Hybrid,20-29,Oct-19,One,Medium,None,No,Decrease,One,Neutral,Three,Average,Asia
05/02/2025 14:04,Yes,30 - 39,Non-Binary,Production Engineer ,Retail,1-3 years,Remote,20-29,20-29,One,Low,Bipolar Disorder,Yes,Decrease,Four,Dissatisfied,One,Good,Europe
05/02/2025 21:09,Yes,40 - 49,Non-Binary,Business Analyst,Education,4-6 years,Hybrid,40-49,30+,One,Low,Bipolar Disorder,No,Increase,One,Satisfied,Five,Average,Europe
23/01/2025 14:34,Yes,50 - 59,Non-Binary,Technical Manager,Retail,7-10 years,Remote,20-29,0-9,Four,Low,Bipolar Disorder,No,Decrease,Four,Dissatisfied,One,Good,North America
18/01/2025 14:42,Yes,60+,Male,Financial Analyst,Security ,4-6 years,Hybrid,50+,30+,Five,Low,None,No,Decrease,Two,Dissatisfied,Four,Poor,Oceania
12/02/2025 12:25,Yes,40 - 49,Prefer not to say,Customer Service ,Education,4-6 years,On-site,30-39,Oct-19,Three,Low,Bipolar Disorder,No,No Change,Two,Neutral,One,Poor,North America
11/02/2025 23:11,Yes,40 - 49,Non-Binary,IT Support ,Finance,More than 10 years,On-site,20-29,0-9,Five,High,Bipolar Disorder,No,No Change,Two,Dissatisfied,One,Poor,North America
22/01/2025 11:38,Yes,50 - 59,Female,Sales,Gaming,Less than 1 year,Remote,30-39,0-9,One,High,Anxiety,Yes,Increase,Four,Dissatisfied,Five,Good,Europe
15/02/2025 15:40,Yes,40 - 49,Male,Teacher ,Oil & Gas,More than 10 years,Hybrid,30-39,0-9,Four,Medium,Bipolar Disorder,Yes,Decrease,Three,Satisfied,Three,Poor,Asia
04/01/2025 11:29,Yes,40 - 49,Prefer not to say,Technical Writing ,Health,Less than 1 year,Hybrid,50+,30+,One,Low,Bipolar Disorder,No,Increase,Two,Very Satisfied,Four,Good,Europe
04/02/2025 10:56,Yes,50 - 59,Prefer not to say,Designer,Construction,7-10 years,Remote,40-49,30+,Four,Low,Depression,Yes,No Change,Two,Satisfied,Four,Excellent,Europe
08/02/2025 04:17,Yes,30 - 39,Non-Binary,Social Media Strategists ,Oil & Gas,More than 10 years,Hybrid,50+,0-9,Three,High,Bipolar Disorder,Yes,No Change,Two,Neutral,Two,Average,South America
12/01/2025 21:50,Yes,20 - 29,Male,Administrator,Legal ,Less than 1 year,On-site,50+,Oct-19,Five,Medium,Anxiety,No,No Change,Four,Very Satisfied,One,Good,Europe
01/02/2025 18:13,Yes,60+,Prefer not to say,Financial Analyst,Oil & Gas,7-10 years,Hybrid,20-29,20-29,Five,Low,Depression,No,No Change,Five,Satisfied,Three,Poor,South America
07/02/2025 07:56,Yes,60+,Prefer not to say,Administrator,Gambling Data,1-3 years,Remote,20-29,30+,Four,Low,None,No,Increase,Four,Neutral,One,Good,Oceania
08/02/2025 16:24,Yes,50 - 59,Female,Technical Writing ,Media,1-3 years,On-site,50+,30+,Two,Medium,Burnout,No,Decrease,Two,Dissatisfied,Three,Average,Africa
15/02/2025 05:21,Yes,50 - 59,Non-Binary,Process Engineer ,Consulting,Less than 1 year,Hybrid,30-39,0-9,Four,High,Burnout,Yes,Increase,Four,Dissatisfied,One,Excellent,Europe
20/01/2025 09:44,Yes,40 - 49,Non-Binary,Compliance Analyst,Manufacturing,7-10 years,On-site,30-39,0-9,Two,Low,Bipolar Disorder,No,No Change,Two,Neutral,Five,Poor,South America
28/01/2025 11:05,Yes,20 - 29,Male,Law Practice ,Oil & Gas,More than 10 years,Hybrid,20-29,Oct-19,One,Medium,Anxiety,No,Decrease,Three,Neutral,Five,Excellent,North America
27/01/2025 01:35,Yes,30 - 39,Male,Teacher,NGO,Less than 1 year,Remote,40-49,Oct-19,Three,Medium,Anxiety,Yes,Increase,Five,Dissatisfied,Five,Average,Asia
07/01/2025 02:35,Yes,60+,Prefer not to say,Midwife,Oil & Gas,1-3 years,Remote,50+,Oct-19,Five,Low,Depression,Yes,No Change,Five,Dissatisfied,Three,Poor,Africa
29/01/2025 11:58,Yes,20 - 29,Prefer not to say,Healthcare Aide,Human Services,7-10 years,Hybrid,30-39,20-29,Five,Low,Bipolar Disorder,Yes,Increase,One,Dissatisfied,Four,Average,North America
19/01/2025 05:55,Yes,40 - 49,Female,Consultant,Construction,1-3 years,On-site,20-29,0-9,Three,Medium,Burnout,No,No Change,Two,Neutral,Two,Good,Oceania
18/01/2025 00:32,Yes,50 - 59,Female,Financial Analyst,Oil & Gas,More than 10 years,Hybrid,40-49,0-9,Three,High,Depression,No,No Change,Three,Neutral,Five,Average,North America
31/01/2025 09:33,Yes,60+,Prefer not to say,Customer Service ,Oil & Gas,More than 10 years,Remote,50+,30+,One,Low,Bipolar Disorder,No,No Change,Five,Satisfied,One,Good,North America
03/02/2025 14:31,Yes,60+,Prefer not to say,Project Manager,Engineering,7-10 years,Hybrid,20-29,0-9,Five,Medium,None,No,No Change,Four,Very Satisfied,Three,Excellent,South America
06/01/2025 15:34,Yes,20 - 29,Non-Binary,Military Personnel ,IT,4-6 years,Remote,50+,0-9,Three,High,Anxiety,Yes,No Change,Five,Satisfied,Three,Average,Europe
12/02/2025 01:21,Yes,50 - 59,Male,Data Scientist,Legal ,1-3 years,Hybrid,20-29,20-29,Three,Low,Bipolar Disorder,No,Increase,Two,Satisfied,Four,Poor,Oceania
20/01/2025 06:16,Yes,40 - 49,Prefer not to say,Healthcare Aide,Consulting,1-3 years,Hybrid,40-49,30+,Three,High,Bipolar Disorder,Yes,Increase,Two,Neutral,Three,Excellent,Asia
13/01/2025 15:07,Yes,40 - 49,Non-Binary,Financial Analyst,Oil & Gas,Less than 1 year,On-site,50+,Oct-19,Four,High,Anxiety,Yes,Increase,Two,Dissatisfied,Four,Good,Africa
05/01/2025 04:44,Yes,40 - 49,Non-Binary,Aluminum ,NGO,Less than 1 year,Hybrid,30-39,Oct-19,Three,Medium,Anxiety,No,Decrease,Five,Dissatisfied,Two,Average,Europe
09/02/2025 19:16,Yes,60+,Prefer not to say,Social Media Strategists ,Supply Chain ,1-3 years,Remote,40-49,20-29,One,Low,Anxiety,Yes,No Change,Three,Dissatisfied,Two,Excellent,South America
01/01/2025 19:25,Yes,20 - 29,Female,Process Engineer ,Health,More than 10 years,Hybrid,30-39,20-29,Five,Low,Anxiety,No,No Change,Four,Dissatisfied,Five,Good,South America
07/02/2025 14:15,Yes,60+,Male,Technical Manager,Oil & Gas,Less than 1 year,On-site,50+,Oct-19,One,Low,Bipolar Disorder,Yes,No Change,Two,Dissatisfied,Two,Good,North America
07/01/2025 07:35,Yes,30 - 39,Male,Product Manager,Finance,Less than 1 year,On-site,40-49,20-29,Three,Medium,Burnout,No,No Change,Five,Dissatisfied,Four,Excellent,Africa
09/01/2025 18:40,Yes,40 - 49,Non-Binary,Financial Analyst,Finance,Less than 1 year,Remote,50+,0-9,One,High,Burnout,No,Increase,Two,Very Satisfied,Two,Good,Asia
04/02/2025 23:04,Yes,40 - 49,Prefer not to say,Administrator,Engineering,Less than 1 year,Remote,20-29,0-9,Two,Medium,Bipolar Disorder,Yes,Increase,Four,Neutral,Four,Good,South America
31/01/2025 12:20,Yes,40 - 49,Non-Binary,Technical Manager,Oil & Gas,Less than 1 year,Hybrid,50+,Oct-19,Four,High,Burnout,No,No Change,Four,Neutral,One,Excellent,North America
17/01/2025 23:33,Yes,20 - 29,Male,Materials Coordinator ,Service ,7-10 years,Hybrid,40-49,20-29,Five,Medium,None,Yes,Increase,Four,Dissatisfied,Three,Excellent,Africa
04/01/2025 11:02,Yes,20 - 29,Male,Lifeskill Coach,Writing ,Less than 1 year,On-site,30-39,30+,Five,High,Anxiety,No,Increase,Four,Very Satisfied,Three,Poor,North America
12/02/2025 11:16,Yes,50 - 59,Female,Virtual Assistant ,Oil & Gas,More than 10 years,On-site,40-49,20-29,Three,Low,Depression,Yes,Decrease,Four,Dissatisfied,Four,Poor,Asia
13/01/2025 19:26,Yes,30 - 39,Male,CEO,Oil & Gas,7-10 years,On-site,30-39,20-29,Two,Low,Depression,No,No Change,One,Satisfied,Four,Excellent,South America
07/01/2025 17:51,Yes,40 - 49,Male,IT Support,Oil & Gas,4-6 years,On-site,30-39,30+,Two,High,Depression,Yes,No Change,Five,Dissatisfied,Two,Excellent,Europe
02/02/2025 15:33,Yes,20 - 29,Female,Process Engineer ,Oil & Gas,More than 10 years,Hybrid,20-29,30+,Four,Medium,None,Yes,Decrease,Five,Neutral,Four,Average,Europe
07/02/2025 06:26,Yes,60+,Female,PCC,Technology ,1-3 years,Remote,30-39,Oct-19,Five,High,Burnout,Yes,Increase,Five,Dissatisfied,Four,Average,Asia
15/02/2025 17:23,Yes,30 - 39,Female,Accountant ,Software ,1-3 years,Hybrid,20-29,0-9,One,Low,Anxiety,Yes,Increase,Four,Satisfied,Three,Average,North America
01/02/2025 22:54,Yes,60+,Non-Binary,Hospitality ,Service ,4-6 years,On-site,40-49,0-9,Four,Low,Anxiety,Yes,No Change,Two,Dissatisfied,Three,Good,North America
01/02/2025 21:42,Yes,30 - 39,Non-Binary,Administrator,Publishing ,1-3 years,Hybrid,20-29,30+,One,Medium,Depression,No,No Change,Five,Very Satisfied,Five,Poor,Oceania
09/02/2025 20:51,Yes,30 - 39,Non-Binary,Production Engineer ,Gaming,More than 10 years,Remote,50+,Oct-19,Five,Medium,None,Yes,No Change,One,Dissatisfied,Five,Poor,South America
02/02/2025 22:04,Yes,20 - 29,Prefer not to say,Accountant ,Oil & Gas,7-10 years,Hybrid,50+,Oct-19,Two,Low,Burnout,No,Increase,Four,Dissatisfied,Two,Excellent,Asia
01/01/2025 07:33,Yes,50 - 59,Non-Binary,Financial Analyst,Manufacturing,7-10 years,Remote,20-29,20-29,Two,High,Depression,No,No Change,Four,Dissatisfied,Three,Poor,South America
26/01/2025 10:54,Yes,50 - 59,Prefer not to say,Materials Coordinator ,Education,7-10 years,On-site,30-39,30+,Five,Medium,Anxiety,Yes,No Change,Four,Satisfied,Three,Average,North America
08/02/2025 17:37,Yes,60+,Non-Binary,Accountant ,Health,4-6 years,Hybrid,50+,Oct-19,One,High,Bipolar Disorder,No,No Change,Three,Satisfied,Two,Excellent,Oceania
28/01/2025 22:02,Yes,20 - 29,Male,Compliance Analyst,Government ,1-3 years,Hybrid,30-39,0-9,One,Low,Bipolar Disorder,Yes,Decrease,Four,Dissatisfied,Two,Poor,Oceania
27/01/2025 00:35,Yes,40 - 49,Female,PCC,Finance,Less than 1 year,On-site,30-39,30+,Two,Low,Bipolar Disorder,Yes,Decrease,Two,Dissatisfied,One,Poor,Oceania
05/02/2025 19:47,Yes,60+,Female,Military Personnel ,Human Services,More than 10 years,Hybrid,20-29,30+,Two,Low,None,Yes,Increase,Four,Satisfied,Four,Average,Africa
06/02/2025 03:28,Yes,30 - 39,Prefer not to say,Manager,Oil & Gas,More than 10 years,On-site,50+,30+,Two,Low,Burnout,No,Increase,One,Dissatisfied,Five,Average,North America
10/01/2025 04:38,Yes,40 - 49,Non-Binary,Financial Analyst,Self employed ,Less than 1 year,Hybrid,30-39,20-29,Four,Medium,Depression,Yes,Decrease,Four,Satisfied,One,Good,Oceania
04/01/2025 07:35,Yes,40 - 49,Male,Financial Analyst,Oil & Gas,4-6 years,On-site,40-49,20-29,Five,Low,Bipolar Disorder,Yes,No Change,Three,Satisfied,Five,Average,Europe
17/01/2025 22:30,Yes,30 - 39,Non-Binary,IT Support,NGO,4-6 years,Remote,30-39,30+,Two,Low,None,No,Decrease,Two,Dissatisfied,One,Poor,Africa
15/01/2025 04:31,Yes,60+,Male,Teacher,Oil & Gas,1-3 years,On-site,50+,30+,Two,Low,Anxiety,Yes,Decrease,Four,Very Satisfied,Two,Average,Europe
04/01/2025 04:02,Yes,60+,Female,Medical Doctor,Oil & Gas,4-6 years,On-site,20-29,0-9,Three,Medium,Anxiety,Yes,Increase,Five,Dissatisfied,One,Excellent,South America
07/01/2025 15:34,Yes,30 - 39,Prefer not to say,Hospitality ,Oil & Gas,7-10 years,Hybrid,30-39,Oct-19,Two,Medium,Bipolar Disorder,Yes,Decrease,Two,Dissatisfied,Two,Poor,Africa
